RULE000001;A1;H1;K1;S1;U1;F10
RULE000002;A1;H1;K1;S1;U2;F10
RULE000003;A1;H1;K1;S1;U3;F11
RULE000004;A1;H1;K1;S2;U1;F10
RULE000005;A1;H1;K1;S2;U2;F10
RULE000006;A1;H1;K1;S2;U3;F11
RULE000007;A1;H1;K1;S3;U1;F10
RULE000008;A1;H1;K1;S3;U2;F12
RULE000009;A1;H1;K1;S3;U3;F13
RULE000010;A1;H1;K2;S1;U1;F10
RULE000011;A1;H1;K2;S1;U2;F10
RULE000012;A1;H1;K2;S1;U3;F11
RULE000013;A1;H1;K2;S2;U1;F10
RULE000014;A1;H1;K2;S2;U2;F12
RULE000015;A1;H1;K2;S2;U3;F13
RULE000016;A1;H1;K2;S3;U1;F10
RULE000017;A1;H1;K2;S3;U2;F12
RULE000018;A1;H1;K2;S3;U3;F13
RULE000019;A1;H1;K3;S1;U1;F10
RULE000020;A1;H1;K3;S1;U2;F10
RULE000021;A1;H1;K3;S1;U3;F11
RULE000022;A1;H1;K3;S2;U1;F10
RULE000023;A1;H1;K3;S2;U2;F12
RULE000024;A1;H1;K3;S2;U3;F13
RULE000025;A1;H1;K3;S3;U1;F10
RULE000026;A1;H1;K3;S3;U2;F12
RULE000027;A1;H1;K3;S3;U3;F13
RULE000028;A1;H2;K1;S1;U1;F10
RULE000029;A1;H2;K1;S1;U2;F10
RULE000030;A1;H2;K1;S1;U3;F11
RULE000031;A1;H2;K1;S2;U1;F10
RULE000032;A1;H2;K1;S2;U2;F12
RULE000033;A1;H2;K1;S2;U3;F13
RULE000034;A1;H2;K1;S3;U1;F10
RULE000035;A1;H2;K1;S3;U2;F12
RULE000036;A1;H2;K1;S3;U3;F13
RULE000037;A1;H2;K2;S1;U1;F10
RULE000038;A1;H2;K2;S1;U2;F10
RULE000039;A1;H2;K2;S1;U3;F11
RULE000040;A1;H2;K2;S2;U1;F10
RULE000041;A1;H2;K2;S2;U2;F12
RULE000042;A1;H2;K2;S2;U3;F13
RULE000043;A1;H2;K2;S3;U1;F10
RULE000044;A1;H2;K2;S3;U2;F12
RULE000045;A1;H2;K2;S3;U3;F13
RULE000046;A1;H2;K3;S1;U1;F8
RULE000047;A1;H2;K3;S1;U2;F9
RULE000048;A1;H2;K3;S1;U3;F10
RULE000049;A1;H2;K3;S2;U1;F7
RULE000050;A1;H2;K3;S2;U2;F8
RULE000051;A1;H2;K3;S2;U3;F10
RULE000052;A1;H2;K3;S3;U1;F12
RULE000053;A1;H2;K3;S3;U2;F12
RULE000054;A1;H2;K3;S3;U3;F13
RULE000055;A1;H3;K1;S1;U1;F8
RULE000056;A1;H3;K1;S1;U2;F9
RULE000057;A1;H3;K1;S1;U3;F10
RULE000058;A1;H3;K1;S2;U1;F7
RULE000059;A1;H3;K1;S2;U2;F8
RULE000060;A1;H3;K1;S2;U3;F10
RULE000061;A1;H3;K1;S3;U1;F7
RULE000062;A1;H3;K1;S3;U2;F8
RULE000063;A1;H3;K1;S3;U3;F10
RULE000064;A1;H3;K2;S1;U1;F6
RULE000065;A1;H3;K2;S1;U2;F6
RULE000066;A1;H3;K2;S1;U3;F7
RULE000067;A1;H3;K2;S2;U1;F9
RULE000068;A1;H3;K2;S2;U2;F9
RULE000069;A1;H3;K2;S2;U3;F10
RULE000070;A1;H3;K2;S3;U1;F10
RULE000071;A1;H3;K2;S3;U2;F10
RULE000072;A1;H3;K2;S3;U3;F10
RULE000073;A1;H3;K3;S1;U1;F6
RULE000074;A1;H3;K3;S1;U2;F10
RULE000075;A1;H3;K3;S1;U3;F10
RULE000076;A1;H3;K3;S2;U1;F7
RULE000077;A1;H3;K3;S2;U2;F8
RULE000078;A1;H3;K3;S2;U3;F9
RULE000079;A1;H3;K3;S3;U1;F7
RULE000080;A1;H3;K3;S3;U2;F8
RULE000081;A1;H3;K3;S3;U3;F9
RULE000082;A2;H1;K1;S1;U1;F6
RULE000083;A2;H1;K1;S1;U2;F7
RULE000084;A2;H1;K1;S1;U3;F8
RULE000085;A2;H1;K1;S2;U1;F6
RULE000086;A2;H1;K1;S2;U2;F6
RULE000087;A2;H1;K1;S2;U3;F7
RULE000088;A2;H1;K1;S3;U1;F10
RULE000089;A2;H1;K1;S3;U2;F11
RULE000090;A2;H1;K1;S3;U3;F12
RULE000091;A2;H1;K2;S1;U1;F5
RULE000092;A2;H1;K2;S1;U2;F6
RULE000093;A2;H1;K2;S1;U3;F8
RULE000094;A2;H1;K2;S2;U1;F9
RULE000095;A2;H1;K2;S2;U2;F11
RULE000096;A2;H1;K2;S2;U3;F12
RULE000097;A2;H1;K2;S3;U1;F6
RULE000098;A2;H1;K2;S3;U2;F7
RULE000099;A2;H1;K2;S3;U3;F8
RULE000100;A2;H1;K3;S1;U1;F6
RULE000101;A2;H1;K3;S1;U2;F6
RULE000102;A2;H1;K3;S1;U3;F7
RULE000103;A2;H1;K3;S2;U1;F10
RULE000104;A2;H1;K3;S2;U2;F11
RULE000105;A2;H1;K3;S2;U3;F12
RULE000106;A2;H1;K3;S3;U1;F5
RULE000107;A2;H1;K3;S3;U2;F6
RULE000108;A2;H1;K3;S3;U3;F8
RULE000109;A2;H2;K1;S1;U1;F9
RULE000110;A2;H2;K1;S1;U2;F11
RULE000111;A2;H2;K1;S1;U3;F12
RULE000112;A2;H2;K1;S2;U1;F5
RULE000113;A2;H2;K1;S2;U2;F6
RULE000114;A2;H2;K1;S2;U3;F8
RULE000115;A2;H2;K1;S3;U1;F9
RULE000116;A2;H2;K1;S3;U2;F11
RULE000117;A2;H2;K1;S3;U3;F12
RULE000118;A2;H2;K2;S1;U1;F6
RULE000119;A2;H2;K2;S1;U2;F7
RULE000120;A2;H2;K2;S1;U3;F8
RULE000121;A2;H2;K2;S2;U1;F6
RULE000122;A2;H2;K2;S2;U2;F6
RULE000123;A2;H2;K2;S2;U3;F7
RULE000124;A2;H2;K2;S3;U1;F10
RULE000125;A2;H2;K2;S3;U2;F11
RULE000126;A2;H2;K2;S3;U3;F12
RULE000127;A2;H2;K3;S1;U1;F5
RULE000128;A2;H2;K3;S1;U2;F6
RULE000129;A2;H2;K3;S1;U3;F8
RULE000130;A2;H2;K3;S2;U1;F9
RULE000131;A2;H2;K3;S2;U2;F11
RULE000132;A2;H2;K3;S2;U3;F12
RULE000133;A2;H2;K3;S3;U1;F9
RULE000134;A2;H2;K3;S3;U2;F11
RULE000135;A2;H2;K3;S3;U3;F12
RULE000136;A2;H3;K1;S1;U1;F5
RULE000137;A2;H3;K1;S1;U2;F6
RULE000138;A2;H3;K1;S1;U3;F8
RULE000139;A2;H3;K1;S2;U1;F9
RULE000140;A2;H3;K1;S2;U2;F11
RULE000141;A2;H3;K1;S2;U3;F12
RULE000142;A2;H3;K1;S3;U1;F9
RULE000143;A2;H3;K1;S3;U2;F11
RULE000144;A2;H3;K1;S3;U3;F12
RULE000145;A2;H3;K2;S1;U1;F6
RULE000146;A2;H3;K2;S1;U2;F6
RULE000147;A2;H3;K2;S1;U3;F7
RULE000148;A2;H3;K2;S2;U1;F10
RULE000149;A2;H3;K2;S2;U2;F10
RULE000150;A2;H3;K2;S2;U3;F10
RULE000151;A2;H3;K2;S3;U1;F10
RULE000152;A2;H3;K2;S3;U2;F10
RULE000153;A2;H3;K2;S3;U3;F10
RULE000154;A2;H3;K3;S1;U1;F7
RULE000155;A2;H3;K3;S1;U2;F11
RULE000156;A2;H3;K3;S1;U3;F11
RULE000157;A2;H3;K3;S2;U1;F7
RULE000158;A2;H3;K3;S2;U2;F8
RULE000159;A2;H3;K3;S2;U3;F9
RULE000160;A2;H3;K3;S3;U1;F7
RULE000161;A2;H3;K3;S3;U2;F8
RULE000162;A2;H3;K3;S3;U3;F9
RULE000163;A3;H1;K1;S1;U1;F3
RULE000164;A3;H1;K1;S1;U2;F5
RULE000165;A3;H1;K1;S1;U3;F5
RULE000166;A3;H1;K1;S2;U1;F4
RULE000167;A3;H1;K1;S2;U2;F6
RULE000168;A3;H1;K1;S2;U3;F7
RULE000169;A3;H1;K1;S3;U1;F8
RULE000170;A3;H1;K1;S3;U2;F9
RULE000171;A3;H1;K1;S3;U3;F10
RULE000172;A3;H1;K2;S1;U1;F3
RULE000173;A3;H1;K2;S1;U2;F5
RULE000174;A3;H1;K2;S1;U3;F5
RULE000175;A3;H1;K2;S2;U1;F4
RULE000176;A3;H1;K2;S2;U2;F6
RULE000177;A3;H1;K2;S2;U3;F7
RULE000178;A3;H1;K2;S3;U1;F8
RULE000179;A3;H1;K2;S3;U2;F9
RULE000180;A3;H1;K2;S3;U3;F10
RULE000181;A3;H1;K3;S1;U1;F3
RULE000182;A3;H1;K3;S1;U2;F5
RULE000183;A3;H1;K3;S1;U3;F5
RULE000184;A3;H1;K3;S2;U1;F4
RULE000185;A3;H1;K3;S2;U2;F6
RULE000186;A3;H1;K3;S2;U3;F7
RULE000187;A3;H1;K3;S3;U1;F8
RULE000188;A3;H1;K3;S3;U2;F9
RULE000189;A3;H1;K3;S3;U3;F10
RULE000190;A3;H2;K1;S1;U1;F3
RULE000191;A3;H2;K1;S1;U2;F5
RULE000192;A3;H2;K1;S1;U3;F5
RULE000193;A3;H2;K1;S2;U1;F4
RULE000194;A3;H2;K1;S2;U2;F6
RULE000195;A3;H2;K1;S2;U3;F7
RULE000196;A3;H2;K1;S3;U1;F8
RULE000197;A3;H2;K1;S3;U2;F9
RULE000198;A3;H2;K1;S3;U3;F10
RULE000199;A3;H2;K2;S1;U1;F7
RULE000200;A3;H2;K2;S1;U2;F8
RULE000201;A3;H2;K2;S1;U3;F9
RULE000202;A3;H2;K2;S2;U1;F8
RULE000203;A3;H2;K2;S2;U2;F9
RULE000204;A3;H2;K2;S2;U3;F10
RULE000205;A3;H2;K2;S3;U1;F7
RULE000206;A3;H2;K2;S3;U2;F8
RULE000207;A3;H2;K2;S3;U3;F9
RULE000208;A3;H2;K3;S1;U1;F5
RULE000209;A3;H2;K3;S1;U2;F5
RULE000210;A3;H2;K3;S1;U3;F6
RULE000211;A3;H2;K3;S2;U1;F7
RULE000212;A3;H2;K3;S2;U2;F8
RULE000213;A3;H2;K3;S2;U3;F9
RULE000214;A3;H2;K3;S3;U1;F7
RULE000215;A3;H2;K3;S3;U2;F8
RULE000216;A3;H2;K3;S3;U3;F9
RULE000217;A3;H3;K1;S1;U1;F4
RULE000218;A3;H3;K1;S1;U2;F5
RULE000219;A3;H3;K1;S1;U3;F6
RULE000220;A3;H3;K1;S2;U1;F7
RULE000221;A3;H3;K1;S2;U2;F8
RULE000222;A3;H3;K1;S2;U3;F9
RULE000223;A3;H3;K1;S3;U1;F7
RULE000224;A3;H3;K1;S3;U2;F8
RULE000225;A3;H3;K1;S3;U3;F9
RULE000226;A3;H3;K2;S1;U1;F1
RULE000227;A3;H3;K2;S1;U2;F2
RULE000228;A3;H3;K2;S1;U3;F4
RULE000229;A3;H3;K2;S2;U1;F5
RULE000230;A3;H3;K2;S2;U2;F6
RULE000231;A3;H3;K2;S2;U3;F7
RULE000232;A3;H3;K2;S3;U1;F6
RULE000233;A3;H3;K2;S3;U2;F7
RULE000234;A3;H3;K2;S3;U3;F7
RULE000235;A3;H3;K3;S1;U1;F2
RULE000236;A3;H3;K3;S1;U2;F3
RULE000237;A3;H3;K3;S1;U3;F5
RULE000238;A3;H3;K3;S2;U1;F7
RULE000239;A3;H3;K3;S2;U2;F8
RULE000240;A3;H3;K3;S2;U3;F9
RULE000241;A3;H3;K3;S3;U1;F7
RULE000242;A3;H3;K3;S3;U2;F8
RULE000243;A3;H3;K3;S3;U3;F9
